term; 1; 2; 3; 4; 5 ;6 ;7 ;8 ;9; 10; 11; 12; 13; 14; 15; 16; 17; 18; 19; 20; 21; 22; 23; 24; 25 ;26 ;27 ;28 ;29; 30; 31; 32; 33; 34; 35; 36; 37; 38; 39; 40
 метод ;0;0;0;0;0;0;0;0;0.053140878105098585;0;0;0;0;0;0;0;0;0;0;0;0.026550927338453822;0;0;0;0;0;0;0;0;0.0250870287161684;0;0;0.03014043627477619;0;0;0;0;0;0;0
 полный ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04106939802341007;0;0;0;0;0;0;0
 серьезно ;0;0;0;0;0.12838851006616095;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 кино ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0524208562744506;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 крылов ;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1318457719356791;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 очень ;0;0;0;0.05692984181755527;0;0;0;0;0;0;0.0398075298011312;0;0;0.04293349888974685;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.050403198142908105;0;0;0;0;0;0;0;0;0.042101073300516635;0;0
 отклонение ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.045533645205680845;0;0;0;0;0;0;0;0;0;0;0;0
 уникальный ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.02528908582116984;0;0;0;0;0;0
 массовый ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04374481031905437;0;0;0;0;0;0.03760604145963579;0;0;0.10895647463739501;0;0;0;0;0;0;0;0;0;0.030890426836627106;0
 полузащитник ;0;0;0;0;0;0;0;0;0;0.08375829301944089;0.051506008516948566;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 подымать ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05291912224565987;0;0;0;0;0;0;0;0;0;0;0.03989734650745002;0;0;0;0;0;0;0;0;0
 пк ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.061020589959218614;0;0;0;0.04632590625406503;0;0;0;0
 дания ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04106939802341007;0;0;0;0;0;0;0
 выражать ;0;0;0;0;0;0;0;0;0;0;0.06035556603907246;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 топливо ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.08213879604682015;0;0;0;0;0;0;0
 фактический ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.09106729041136169;0;0;0;0;0;0;0;0;0;0;0;0
 выпускать ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.15875736673697963;0;0;0;0;0;0;0;0;0;0;0.03989734650745002;0;0;0;0;0;0;0;0;0
 возбуждать ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03175913766514252;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 австрия ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.08952151237132852;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 пройти ;0;0.140943026118249;0;0;0.0906513076680382;0;0;0;0;0;0;0;0;0;0;0;0.06621324030189975;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 шайба ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07481563001838734;0.07109348710794544;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 абовский ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12242190750180372;0;0;0
 вонг ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.10099967232978573;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 изменяться ;0;0;0;0.09265181250813007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 мир ;0;0;0;0;0;0;0.10151101252675068;0;0;0;0;0;0;0;0;0;0.14471064349379717;0;0;0;0.02283039774371832;0;0;0;0;0.031625634629579465;0;0;0;0.021636794006520514;0;0;0.025728660744406766;0;0;0;0;0;0;0.031018605400474124
 дисплей ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.042189861864875694;0
 квартал ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.042189861864875694;0
 протяжение ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0479364552273184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 иметься ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03659288715027102;0;0;0;0;0
 часто ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04501685624751721;0;0;0;0;0;0.03153071299550469;0;0;0.018274197316978415;0.02558848859630248;0;0.040292682625790485;0;0;0
 посоветовать ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0524208562744506;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 зенит ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.06209343417226538;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 омский ;0.06368003473223828;0;0;0;0;0;0;0;0;0;0;0;0;0.05023018794089741;0.054952482362306085;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 лукак ;0;0;0;0;0;0;0;0;0;0;0;0.09487745910317327;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 газ ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.24641638814046044;0;0;0;0;0;0;0
 южный ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07213170107032972;0;0;0;0;0;0;0;0
 давать ;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05023018794089741;0.054952482362306085;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.041001358949160495;0;0;0;0;0;0
 моуриньо ;0;0;0;0;0;0;0;0;0;0;0.12071113207814492;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 захотеть ;0;0;0;0;0;0;0;0;0;0;0;0;0;0.06592288596783955;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 фиксироваться ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03659288715027102;0;0;0;0;0
 русскоязычный ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.02528908582116984;0;0;0;0;0;0
 загруженность ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12242190750180372;0;0;0
 сколково ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01924678974866229;0.027114214164489035;0.03863359856175734;0.04319293573288384;0;0;0
 ошибка ;0;0;0;0.07726719712351468;0;0;0.1598127842060282;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 событие ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.039322465081457245;0;0;0;0;0;0.022267937784916064;0;0;0;0;0;0
 холодильник ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0311592222693294;0;0;0;0;0;0;0;0;0.029360532989672672;0;0;0;0;0;0;0;0;0;0
 решение ;0;0;0;0;0;0;0;0;0;0;0.1292125295919602;0;0;0;0;0;0;0;0;0;0.06347870365440783;0;0.06325537979728363;0;0.038259908784927965;0.02893993033784088;0.06325537979728363;0;0;0.060262047668475545;0;0;0;0;0;0;0;0;0.04856136213153317;0.05682037512634814
 apple ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.23162953127032518;0;0;0;0.044021158796572
 решать ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04106939802341007;0;0;0;0;0;0;0
 резонансный ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.02528908582116984;0;0;0;0;0;0
 больница ;0;0;0;0;0;0.24015486765465274;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 необходимость ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.02528908582116984;0;0;0;0;0;0
 начинать ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05739485697095914;0;0;0;0;0;0.13303382741819214;0;0;0;0;0;0;0;0;0.03014043627477619;0;0;0;0;0.04519653575135666;0;0
 пылесос ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0311592222693294;0;0;0;0;0;0;0;0;0.029360532989672672;0;0;0;0;0;0;0;0;0;0
 продажа ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.16343471195609252;0;0;0;0;0;0.05422842832897807;0.15453439424702936;0;0;0;0.03682691419225545
 консолидация ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0311592222693294;0;0;0;0;0;0;0;0;0.029360532989672672;0;0;0;0;0;0;0;0;0;0
 бортовой ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.045533645205680845;0;0;0;0;0;0;0;0;0;0;0;0
 лишаться ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0524208562744506;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 раздевалка ;0.08569340279780989;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 государственный ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07609901693784238;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 начальник ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0501740574323368;0;0;0;0.0501740574323368;0;0;0;0;0;0;0;0;0;0;0;0;0
 sanpdragon ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.042189861864875694;0
 настраивать ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0727610497861393;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 турнир ;0;0;0;0;0;0.08562172728990994;0.140943026118249;0;0;0;0;0;0;0;0;0;0;0;0.07488002965038308;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 зрение ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.06351827533028503;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 mi ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.13427293033359755;0;0;0;0;0;0.1274142026295201;0;0;0;0;0
 ряд ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0644273049821259;0;0
 сообщать ;0;0;0;0;0;0.05486004252297854;0;0;0;0.049275534398751236;0;0.04725841148412566;0.04844817659347531;0;0;0;0;0;0.02806890555844423;0;0;0;0.033080040338319704;0;0;0;0.033080040338319704;0;0;0;0;0;0.02467595540045925;0;0;0;0;0;0;0
 фигуристка ;0;0;0;0.18530362501626013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 читать ;0;0;0;0;0;0;0;0;0.0775311220075376;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 snapdragon ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.33751889491900555;0
 сей ;0;0;0;0;0;0;0;0;0;0;0;0;0.07203213491478938;0;0;0;0;0;0;0;0;0.057230415738780994;0;0;0;0;0;0;0;0;0;0.05452100661787243;0;0;0;0;0;0;0;0
 безопасность ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04106939802341007;0;0;0;0;0;0;0
 говориться ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.027775073920122597;0;0;0;0;0;0;0;0.03560491714909313;0;0;0;0;0;0;0
 флорида ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1455220995722786;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 встроенный ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.028463542542503793;0;0;0;0;0;0;0;0;0.026860693243001065;0;0;0;0;0;0;0;0;0.03323527146532114;0
 получаться ;0;0;0;0;0;0;0;0;0;0;0;0;0;0.06592288596783955;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 жизнь ;0;0;0;0.0682677740354969;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05692708508500759;0;0;0;0;0;0;0;0;0.05372138648600213;0;0;0;0;0;0;0;0;0;0
 наличие ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.042189861864875694;0
 заявление ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.027775073920122597;0;0;0;0;0;0;0;0;0.022267937784916064;0;0;0;0;0;0
 обладатель ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.08920604631251318;0;0.07109348710794544;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 techcrunch ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04622646043150065;0;0;0;0;0;0;0;0;0
 восстановление ;0;0;0;0;0.12838851006616095;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 наносить ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.022267937784916064;0.03185355065738003;0;0;0;0;0
 конференция ;0;0.05858497121773408;0;0;0;0;0;0;0;0;0;0;0.05974937501201927;0;0;0;0.05537551097592613;0;0;0;0.02506738773067796;0;0;0;0;0;0;0;0;0.023711267626906167;0;0;0;0;0;0;0;0;0;0
 финал ;0.12736006946447656;0;0;0;0;0;0;0;0;0;0;0;0;0;0.16485744708691824;0.07816901799701967;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 туринский ;0;0;0;0;0;0;0;0;0;0.08375829301944089;0;0;0;0;0;0;0;0;0.04131393867102701;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 разблокировать ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03659288715027102;0;0;0;0;0
 плодотворный ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03175913766514252;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 необходимо ;0;0;0;0;0;0;0;0;0;0;0.06035556603907246;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 план ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07609901693784238;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 масса ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.08213879604682015;0;0;0;0;0;0;0
 массив ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05057817164233968;0;0;0;0;0;0
 headhunter ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03175913766514252;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 прошлый ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0644273049821259;0;0
 обратный ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0524208562744506;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 питер ;0;0;0;0;0;0.12007743382732637;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 совет ;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05602189586882965;0;0;0;0;0;0;0;0;0;0;0.055550147840245194;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 фергюсон ;0;0;0;0;0;0;0;0;0;0;0.12071113207814492;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 поблагодарить ;0;0;0;0;0;0.12007743382732637;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 примечательно ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.10099967232978573;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 позиция ;0;0;0;0;0;0;0;0;0.0775311220075376;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 возможность ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.023791010175102677;0;0;0;0.054478237318697505;0;0.03356823258339939;0;0;0.01924678974866229;0;0;0;0;0;0
 конкуренция ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12703655066057007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 час ;0;0;0;0;0;0;0.0799063921030141;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07120983429818625;0;0;0;0;0;0;0
 идеальный ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07979469301490004;0;0;0;0;0;0;0;0;0;0;0
 тема ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.028463542542503793;0;0;0;0;0;0;0;0;0.026860693243001065;0;0;0;0.041001358949160495;0;0;0;0;0;0
 уля ;0;0;0;0;0;0;0;0;0;0;0;0.09487745910317327;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 использоваться ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03240840075170976;0;0.029081216530739473;0;0;0;0.03323527146532114;0
 интеллект ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.11385417017001517;0;0;0;0;0.04068039330614574;0;0;0;0.13430346621500533;0;0;0;0;0;0;0;0;0;0
 динамо ;0;0;0;0;0;0;0;0;0;0;0;0;0.39379270637390124;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 усиление ;0;0;0;0;0;0;0;0;0;0;0;0;0;0.06592288596783955;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 чемпионат ;0;0;0;0;0.056959938637589524;0;0;0.09771671353768954;0;0;0.03380689347270078;0.04725841148412566;0;0;0;0;0.09080773062500999;0.04369622683397283;0.02806890555844423;0.03457049839244887;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 технический ;0;0;0;0;0;0;0;0.16551332370718108;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.027775073920122597;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 приложение ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07367273266217958;0.07633363808640975;0;0;0;0;0;0.03619505219908827;0;0;0;0;0;0;0;0;0
 намеренный ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.022267937784916064;0.03185355065738003;0;0;0;0;0
 гагарин ;0.12736006946447656;0;0;0;0;0;0;0;0;0;0;0;0;0;0.10990496472461217;0.07816901799701967;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 флагман ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.054811920366741276;0.0365401443507514;0
 big ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.02528908582116984;0;0;0;0;0;0
 проигрывать ;0;0.0799063921030141;0;0;0;0;0;0;0;0.08375829301944089;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 телефон ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07213170107032972;0;0;0;0;0;0;0;0
 тв ;0;0;0.12407799133266585;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 синьор ;0;0;0;0;0;0;0;0;0;0.10099967232978573;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 liu ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07979469301490004;0;0;0;0;0;0;0;0;0;0;0
 ядро ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.022267937784916064;0;0;0;0;0.0365401443507514;0
 обвинять ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.06209343417226538;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 го ;0;0;0.10135071860539312;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07109348710794544;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 собор ;0;0;0;0;0.2567770201323219;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 станция ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03659288715027102;0;0;0;0;0
 сон ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0479364552273184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 пролив ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04106939802341007;0;0;0;0;0;0;0
 служба ;0;0;0;0;0;0;0;0;0;0;0;0;0.07203213491478938;0;0;0;0;0;0;0;0;0;0;0;0.02544454602880325;0;0;0;0;0;0;0;0;0.020500679474580247;0;0;0;0;0;0
 история ;0.049791145843349385;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04371652730612631;0.05930109346871779;0;0.049381672029573435;0;0;0;0.0453256538340191;0;0;0;0;0;0.029477977499338264;0;0;0;0;0;0;0;0;0;0;0;0
 планирование ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.045533645205680845;0;0;0;0;0;0;0;0;0;0;0;0
 составлять ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.02806890555844423;0;0;0;0.033080040338319704;0;0;0.030198634052228376;0.033080040338319704;0;0.04182000947059624;0;0;0;0.02467595540045925;0;0;0;0;0.035581151135972044;0.025240709322502813;0
 моделирование ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.045533645205680845;0;0;0;0;0;0;0;0;0;0;0;0
 углерод ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04106939802341007;0;0;0;0;0;0;0
 происходить ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.02528908582116984;0;0;0;0;0;0
 время ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0453256538340191;0;0.1128627067036695;0;0.03327298589873833;0;0.05895595499867653;0;0;0;0;0;0;0;0.0682677740354969;0;0;0;0.06523710175542952
